Data Test,Classe,Iniziali,Genere,WPM,Accuracy
11/12/2025,2C,Z.N.,F,54,100
23/10/2025,2C,Z.E.S.,F,38,
13/11/2025,2C,Z.E.S.,F,46,100
11/12/2025,2C,Z.E.S.,F,41,100
12/12/2025,2C,Z.E.S.,F,52,100
23/10/2025,2C,Z.R.,F,15,
13/11/2025,2C,Z.R.,F,16,100
13/11/2025,2C,Z.R.,F,16,100
13/11/2025,2C,Z.R.,F,17,100
29/10/2025,2D,C.S.,M,48,
12/11/2025,2D,C.S.,M,62,100
26/11/2025,2D,C.S.,M,62,100
26/11/2025,2D,C.S.,M,49,100
26/11/2025,2D,C.S.,M,16,100
12/11/2025,2D,C.S.L.M.,M,60,100
26/11/2025,2D,C.S.L.M.,M,45,93
26/11/2025,2D,C.S.L.M.,M,52,100
26/11/2025,2D,C.S.L.M.,M,60,98
10/12/2025,2D,C.S.L.M.,M,68,99
10/12/2025,2D,C.S.L.M.,M,70,98
10/12/2025,2D,C.S.L.M.,M,75,97
10/12/2025,2D,C.S.L.M.,M,67,100
10/12/2025,2D,C.S.L.M.,M,79,95
10/12/2025,2D,C.S.L.M.,M,70,99
10/12/2025,2D,C.S.L.M.,M,68,100
29/10/2025,2D,D.G.I.,M,30,
12/11/2025,2D,D.G.I.,M,25,97
12/11/2025,2D,D.G.I.,M,25,99
12/11/2025,2D,D.G.I.,M,24,98
26/11/2025,2D,D.G.I.,M,29,97
26/11/2025,2D,D.G.I.,M,30,100
26/11/2025,2D,D.G.I.,M,25,99
10/12/2025,2D,D.G.I.,M,32,100
10/12/2025,2D,D.G.I.,M,32,100
10/12/2025,2D,D.G.I.,M,34,100
29/10/2025,2D,F.A.,F,25,
10/12/2025,2D,F.A.,F,33,100
10/12/2025,2D,F.A.,F,38,99
10/12/2025,2D,F.A.,F,29,95
29/10/2025,2D,L.J.H.,M,41,
12/11/2025,2D,L.J.H.,M,49,95
26/11/2025,2D,L.J.H.,M,54,100
26/11/2025,2D,L.J.H.,M,59,100
26/11/2025,2D,L.J.H.,M,57,99
10/12/2025,2D,L.J.H.,M,55,99
10/12/2025,2D,L.J.H.,M,56,100
10/12/2025,2D,L.J.H.,M,55,98
26/11/2025,2D,L.J.H.,M,55,98
10/12/2025,2D,M.L.,M,31,95
10/12/2025,2D,M.L.,M,34,96
10/12/2025,2D,M.L.,M,22,99
12/11/2025,2D,M.Y.,M,22,99
26/11/2025,2D,M.Y.,M,25,97
26/11/2025,2D,M.Y.,M,28,95
26/11/2025,2D,M.Y.,M,30,98
29/10/2025,2D,N.C.,M,36,
12/11/2025,2D,N.C.,M,60,
26/11/2025,2D,N.C.,M,35,91
26/11/2025,2D,N.C.,M,45,100
26/11/2025,2D,N.C.,M,51,96
10/12/2025,2D,N.C.,M,27,82
10/12/2025,2D,N.C.,M,34,96
10/12/2025,2D,N.C.,M,29,86
12/11/2025,2D,N.A.,F,25,100
12/11/2025,2D,N.A.,F,26,100
12/11/2025,2D,N.A.,F,29,100
10/12/2025,2D,N.A.,F,27,100
10/12/2025,2D,N.A.,F,27,100
10/12/2025,2D,N.A.,F,29,100
26/11/2025,2D,N.A.,F,34,100
12/11/2025,2D,P.T.,M,27,100
12/11/2025,2D,P.T.,M,23,97
12/11/2025,2D,P.T.,M,21,92
29/10/2025,2D,R.L.E.,F,32,
12/11/2025,2D,R.L.E.,F,31,
12/11/2025,2D,R.L.E.,F,31,
12/11/2025,2D,R.L.E.,F,29,
26/11/2025,2D,R.L.E.,F,34,
26/11/2025,2D,R.L.E.,F,27,
10/12/2025,2D,R.L.E.,F,31,99
10/12/2025,2D,R.L.E.,F,31,98
10/12/2025,2D,R.L.E.,F,37,99
26/11/2025,2D,R.L.E.,F,34,
29/10/2025,2D,R.E.N.,F,38,
26/11/2025,2D,R.E.N.,F,34,100
26/11/2025,2D,R.E.N.,F,38,98
10/12/2025,2D,R.E.N.,F,32,100
10/12/2025,2D,R.E.N.,F,35,100
10/12/2025,2D,R.E.N.,F,38,96
26/11/2025,2D,R.E.N.,F,41,100
29/10/2025,2D,R.G.,F,23,
26/11/2025,2D,R.G.,F,23,
26/11/2025,2D,R.G.,F,21,
26/11/2025,2D,R.G.,F,25,
29/10/2025,2D,S.S.,M,27,
12/11/2025,2D,S.S.,M,24,100
26/11/2025,2D,S.S.,M,28,100
26/11/2025,2D,S.S.,M,29,100
10/12/2025,2D,S.S.,M,29,98
10/12/2025,2D,S.S.,M,28,97
10/12/2025,2D,S.S.,M,31,94
26/11/2025,2D,S.S.,M,27,100
29/10/2025,2D,V.I.,M,33,
12/11/2025,2D,V.I.,M,27,
26/11/2025,2D,V.I.,M,24,
26/11/2025,2D,V.I.,M,41,
10/12/2025,2D,V.I.,M,41,100
26/11/2025,2D,V.I.,M,29,
12/11/2025,2D,Y.X.H.,M,17,100
12/11/2025,2D,Y.X.H.,M,22,100
12/11/2025,2D,Y.X.H.,M,24,100
26/11/2025,2D,Y.X.H.,M,23,100
26/11/2025,2D,Y.X.H.,M,25,100
10/12/2025,2D,Y.X.H.,M,24,100
10/12/2025,2D,Y.X.H.,M,27,100
10/12/2025,2D,Y.X.H.,M,30,100
26/11/2025,2D,Y.X.H.,M,28,100
29/10/2025,2D,Z.G.W.,M,23,
12/11/2025,2D,Z.G.W.,M,18,100
12/11/2025,2D,Z.G.W.,M,20,100
12/11/2025,2D,Z.G.W.,M,21,100
26/11/2025,2D,Z.G.W.,M,20,97
26/11/2025,2D,Z.G.W.,M,23,98
26/11/2025,2D,Z.G.W.,M,21,97
,2E,A.A.,M,,
28/10/2025,2E,B.E.M.,M,51,
16/12/2025,2E,B.E.M.,M,30,97
16/12/2025,2E,B.E.M.,M,36,99
16/12/2025,2E,B.E.M.,M,35,97
28/10/2025,2E,B.M.,M,33,
11/11/2025,2E,B.M.,M,30,100
11/11/2025,2E,B.M.,M,31,100
11/11/2025,2E,B.M.,M,42,100
28/10/2025,2E,B.E.F.,F,18,
16/12/2025,2E,B.E.F.,F,22,97
17/12/2025,2E,B.E.F.,F,24,100
28/10/2025,2E,B.G.,M,48,
9/12/2025,2E,B.G.,M,35,100
16/12/2025,2E,B.G.,M,34,95
16/12/2025,2E,B.G.,M,37,94
16/12/2025,2E,B.G.,M,44,93
11/11/2025,2E,C.E.,F,36,100
11/11/2025,2E,C.E.,F,40,100
11/11/2025,2E,C.E.,F,50,100
9/12/2025,2E,C.E.,F,30,77
9/12/2025,2E,C.E.,F,31,79
9/12/2025,2E,C.E.,F,28,75
9/12/2025,2E,C.E.,F,35,80
28/10/2025,2E,C.J.W.,M,25,
28/10/2025,2E,C.G.,M,27,
11/11/2025,2E,C.G.,M,18,97
11/11/2025,2E,C.G.,M,23,95
11/11/2025,2E,C.G.,M,23,97
9/12/2025,2E,C.G.,M,27,97
9/12/2025,2E,C.G.,M,25,98
9/12/2025,2E,C.G.,M,26,97
28/10/2025,2E,D.P.S.,F,27,
11/11/2025,2E,D.P.S.,F,28,98
11/11/2025,2E,D.P.S.,F,26,99
11/11/2025,2E,D.P.S.,F,31,96
9/12/2025,2E,D.P.S.,F,33,91
16/12/2025,2E,D.P.S.,F,34,91
28/10/2025,2E,D.N.A.,M,38,
28/10/2025,2E,D.E.,M,39,
16/12/2025,2E,D.E.,M,24,95
16/12/2025,2E,D.E.,M,25,100
16/12/2025,2E,D.E.,M,29,86
16/12/2025,2E,D.E.,M,28,98
16/12/2025,2E,D.E.,M,29,93
28/10/2025,2E,F.J.,M,23,
28/10/2025,2E,F.N.,M,23,
16/12/2025,2E,F.N.,M,25,91
16/12/2025,2E,F.N.,M,28,93
16/12/2025,2E,F.N.,M,28,95
16/12/2025,2E,F.N.,M,29,95
16/12/2025,2E,F.N.,M,27,92
28/10/2025,2E,F.F.,M,42,
16/12/2025,2E,F.F.,M,26,100
16/12/2025,2E,F.F.,M,27,98
9/12/2025,2E,K.V.,F,14,96
9/12/2025,2E,K.V.,F,15,99
9/12/2025,2E,K.V.,F,15,99
16/12/2025,2E,K.V.,F,16,99
16/12/2025,2E,K.V.,F,19,96
16/12/2025,2E,K.V.,F,17,99
9/12/2025,2E,L.E.,F,42,100
9/12/2025,2E,L.E.,F,40,100
9/12/2025,2E,L.E.,F,49,100
28/10/2025,2E,M.M.,F,12,
16/12/2025,2E,M.M.,F,17,100
28/10/2025,2E,M.S.,M,28,
11/11/2025,2E,M.S.,M,25,100
11/11/2025,2E,M.S.,M,27,100
11/11/2025,2E,M.S.,M,30,100
9/12/2025,2E,M.S.,M,28,
9/12/2025,2E,M.S.,M,30,
9/12/2025,2E,M.S.,M,26,
9/12/2025,2E,M.S.,M,29,
9/12/2025,2E,M.S.,M,28,
9/12/2025,2E,M.S.,M,28,
9/12/2025,2E,M.S.,M,28,
9/12/2025,2E,M.S.,M,27,
16/12/2025,2E,M.S.,M,35,92
17/12/2025,2E,M.S.,M,42,95
18/12/2025,2E,M.S.,M,46,97
19/12/2025,2E,M.S.,M,30,100
20/12/2025,2E,M.S.,M,32,100
21/12/2025,2E,M.S.,M,33,100
22/12/2025,2E,M.S.,M,33,100
23/12/2025,2E,M.S.,M,31,100
24/12/2025,2E,M.S.,M,33,100
25/12/2025,2E,M.S.,M,31,100
26/12/2025,2E,M.S.,M,32,100
27/12/2025,2E,M.S.,M,32,100
28/12/2025,2E,M.S.,M,34,100
29/12/2025,2E,M.S.,M,29,100
30/12/2025,2E,M.S.,M,28,100
31/12/2025,2E,M.S.,M,28,100
28/10/2025,2E,S.M.,M,22,
11/11/2025,2E,S.M.,M,23,100
11/11/2025,2E,S.M.,M,24,100
16/12/2025,2E,S.M.,M,24,99
28/10/2025,2E,S.F.,M,36,
9/12/2025,2E,S.F.,M,21,98
9/12/2025,2E,S.F.,M,36,84
9/12/2025,2E,S.F.,M,18,99
28/10/2025,2E,S.P.,F,21,
28/10/2025,2E,S.A.,F,20,
9/12/2025,2E,S.A.,F,24,98
16/12/2025,2E,S.A.,F,24,98
16/12/2025,2E,S.A.,F,29,96
16/12/2025,2E,S.A.,F,26,95
28/10/2025,2E,V.E.,F,30,
9/12/2025,2E,V.E.,F,23,98
9/12/2025,2E,V.E.,F,25,96
16/12/2025,2E,V.E.,F,27,100
16/12/2025,2E,V.E.,F,56,100
16/12/2025,2E,V.E.,F,67,100
16/12/2025,2E,V.E.,F,29,100
16/12/2025,2E,V.E.,F,22,92
16/12/2025,2E,V.E.,F,28,100
16/12/2025,2E,V.E.,F,25,100
12/12/2025,2F,A.B.,F,28,88
12/12/2025,2F,A.B.,F,37,92
12/12/2025,2F,A.B.,F,45,90
24/10/2025,2F,B.F.,M,20,
12/12/2025,2F,B.F.,M,22,99
12/12/2025,2F,B.F.,M,19,98
12/12/2025,2F,B.G.,F,30,99
,2F,C.M.J.,F,,
24/10/2025,2F,C.I.A.,M,57,
24/10/2025,2F,C.M.,M,20,
12/12/2025,2F,C.M.,M,31,99
12/12/2025,2F,C.M.,M,38,99
12/12/2025,2F,C.M.,M,35,99
12/12/2025,2F,D.M.,M,19,86
12/12/2025,2F,D.M.,M,17,78
12/12/2025,2F,D.M.,M,18,81
12/12/2025,2F,E.B.,F,26,96
12/12/2025,2F,E.B.,F,25,100
12/12/2025,2F,E.B.,F,29,100
24/10/2025,2F,G.C.,F,25,
12/12/2025,2F,G.C.,F,29,99
12/12/2025,2F,G.C.,F,27,100
12/12/2025,2F,G.C.,F,29,100
12/12/2025,2F,G.C.,F,31,100
24/10/2025,2F,L.C.M.,M,25,
12/12/2025,2F,L.C.M.,M,27,
12/12/2025,2F,L.C.M.,M,28,95
12/12/2025,2F,L.C.M.,M,29,100
,2F,L.E.,F,,
24/10/2025,2F,L.T.,M,20,
12/12/2025,2F,L.T.,M,24,80
12/12/2025,2F,L.T.,M,22,75
12/12/2025,2F,L.T.,M,29,91
24/10/2025,2F,M.I.,M,25,
12/12/2025,2F,M.I.,M,30,99
12/12/2025,2F,M.I.,M,29,98
12/12/2025,2F,M.I.,M,34,98
24/10/2025,2F,M.S.L.,M,35,
24/10/2025,2F,M.S.L.,M,40,
24/10/2025,2F,M.S.L.,M,58,
12/12/2025,2F,M.S.L.,M,43,86
24/10/2025,2F,N.G.,M,20,
24/10/2025,2F,P.M.L.,F,20,
24/10/2025,2F,P.S.,M,72,
5/12/2025,2F,P.S.,M,74,98
5/12/2025,2F,P.S.,M,102,98
12/12/2025,2F,R.A.J.,M,16,100
12/12/2025,2F,R.A.J.,M,19,100
12/12/2025,2F,R.A.J.,M,19,99
,2F,T.A.M.,F,,
12/12/2025,2F,V.A.,M,21,100
12/12/2025,2F,V.A.,M,19,97
12/12/2025,2F,V.A.,M,22,98
12/12/2025,2F,V.F.,M,15,98
12/12/2025,2F,V.F.,M,23,93
12/12/2025,2F,V.F.,M,24,94
12/12/2025,2F,Z.M.,M,37,95
12/12/2025,2F,Z.M.,M,40,99
12/12/2025,2F,Z.M.,M,39,100
27/10/2025,2G,B.E.,F,20,
15/12/2025,2G,B.E.,F,25,100
27/10/2025,2G,B.M.,M,14,
02/12/2025,2G,B.M.,M,31,100
02/12/2025,2G,B.M.,M,29,100
02/12/2025,2G,B.M.,M,28,100
27/10/2025,2G,B.Y.,M,35,
02/12/2025,2G,B.Y.,M,28,98
02/12/2025,2G,B.Y.,M,26,96
02/12/2025,2G,B.Y.,M,29,99
27/10/2025,2G,C.A.,F,18,
15/12/2025,2G,C.A.,F,16,97
15/12/2025,2G,C.A.,F,18,88
15/12/2025,2G,C.A.,F,19,90
27/10/2025,2G,C.S.,M,30,
02/12/2025,2G,C.S.,M,30,98
02/12/2025,2G,C.S.,M,32,97
02/12/2025,2G,C.S.,M,32,97
27/10/2025,2G,D.C.,M,36,
02/12/2025,2G,D.C.,M,34,99
02/12/2025,2G,D.C.,M,37,99
02/12/2025,2G,D.C.,M,38,99
15/12/2025,2G,F.G.M.,F,26,99
15/12/2025,2G,F.G.M.,F,26,100
15/12/2025,2G,F.G.M.,F,26,100
,,,,,
27/10/2025,2G,M.N.,F,19,
02/12/2025,2G,M.N.,F,23,99
02/12/2025,2G,M.N.,F,25,98
02/12/2025,2G,M.N.,F,24,98
15/12/2025,2G,M.N.,F,22,100
15/12/2025,2G,M.N.,F,25,100
15/12/2025,2G,M.N.,F,24,99
15/12/2025,2G,R.M.M.,M,15,99
15/12/2025,2G,R.M.M.,M,17,99
15/12/2025,2G,R.M.M.,M,18,99
27/10/2025,2G,R.M.,F,24,
02/12/2025,2G,R.M.,F,25,97
02/12/2025,2G,R.M.,F,30,100
02/12/2025,2G,R.M.,F,32,100
15/12/2025,2G,R.M.,F,36,100
15/12/2025,2G,R.M.,F,38,100
02/12/2025,2G,R.L.,F,32,100
02/12/2025,2G,R.L.,F,32,100
02/12/2025,2G,R.L.,F,33,100
15/12/2025,2G,R.L.,F,36,100
15/12/2025,2G,R.L.,F,36,100
15/12/2025,2G,R.L.,F,36,100
15/12/2025,2G,R.L.,F,37,100
15/12/2025,2G,R.L.,F,38,100
15/12/2025,2G,R.L.,F,38,100
27/10/2025,2G,S.S.E.,M,12,
15/12/2025,2G,S.S.E.,M,25,100
15/12/2025,2G,S.S.E.,M,22,100
27/10/2025,2G,S.D.,M,16,
02/12/2025,2G,S.D.,M,19,89
02/12/2025,2G,S.D.,M,20,90
02/12/2025,2G,S.D.,M,23,92
27/10/2025,2G,T.A.,M,25,
02/12/2025,2G,T.A.,M,29,100
02/12/2025,2G,T.A.,M,24,90
02/12/2025,2G,T.A.,M,30,100
15/12/2025,2G,T.A.,M,38,100
15/12/2025,2G,T.A.,M,40,100
15/12/2025,2G,T.A.,M,35,100
02/12/2025,2G,T.S.C.,F,24,100
02/12/2025,2G,T.S.C.,F,27,100
02/12/2025,2G,T.S.C.,F,30,100
15/12/2025,2G,T.S.C.,F,30,100
15/12/2025,2G,T.S.C.,F,30,100
15/12/2025,2G,T.S.C.,F,32,100
27/10/2025,2G,V.C.,F,29,
02/12/2025,2G,V.C.,F,26,99
02/12/2025,2G,V.C.,F,25,96
02/12/2025,2G,V.C.,F,30,100
15/12/2025,2G,V.C.,F,32,99
15/12/2025,2G,V.C.,F,33,99
27/10/2025,2G,V.P.,M,28,
02/12/2025,2G,V.P.,M,26,
02/12/2025,2G,V.P.,M,31,
02/12/2025,2G,V.P.,M,31,
15/12/2025,2G,V.P.,M,30,96
10/12/2025,PROF.,VENTURINI,M,68,100
10/12/2025,PROF.,VENTURINI,M,73,100
10/12/2025,PROF.,TREVISAN,F,64,100
16/12/2025,PROF.,MARRAFFA,F,48,96
